animal_id,species,breed,age_years,weight_kg,sex,visit_id,visit_date,presenting_complaint,body_system,diagnosis,severity,treatment_type,treatment_detail,outcome
ANM09563,Cat,British Shorthair,11.1,4.8,MN,VIS09563,2024-10-08,"sudden hindlimb paralysis, vocalising in pain, cold extremities",Cardiovascular,Feline Aortic Thromboembolism (FATE),severe,Medication,"Analgesia (buprenorphine), antithrombotics (clopidogrel), intensive care",referred
ANM04428,Dog,French Bulldog,5.9,12.0,MN,VIS04428,2024-04-18,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM02080,Dog,German Shepherd,5.6,37.7,FS,VIS02080,2023-04-04,"frequent urination, straining",Urinary,Urinary tract infection,mild,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM08945,Cat,Domestic Shorthair,3.2,5.2,FS,VIS08945,2023-02-28,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),mild,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM09406,Cat,British Shorthair,7.3,4.1,FS,VIS09406,2024-12-23,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM10578,Cat,Domestic Shorthair,15.7,5.9,FS,VIS10578,2023-07-14,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM01252,Dog,German Shepherd,12.4,34.1,F,VIS01252,2024-10-10,"acute lameness, non-weight bearing",Musculoskeletal,Cruciate ligament rupture,severe,Surgery,TPLO or lateral suture stabilisation,recovered
ANM11051,Cat,Domestic Shorthair,13.7,3.3,M,VIS11051,2023-09-08,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM06395,Dog,Labrador Retriever,2.7,27.9,F,VIS06395,2024-02-04,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM05283,Dog,Labrador Retriever,4.3,35.8,M,VIS05283,2024-07-01,"hindlimb lameness, difficulty rising",Musculoskeletal,Hip dysplasia,moderate,Medication,"NSAIDs (carprofen), weight management, joint supplements",chronic management
ANM04122,Dog,Yorkshire Terrier,4.3,2.7,FS,VIS04122,2023-11-10,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM02140,Dog,French Bulldog,9.1,11.7,M,VIS02140,2023-09-22,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM09479,Cat,Domestic Shorthair,12.8,5.9,FS,VIS09479,2024-10-29,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM05621,Dog,Labrador Retriever,3.9,31.8,FS,VIS05621,2024-05-19,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM10985,Cat,Persian,28.6,4.5,FS,VIS10985,2024-03-06,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM00886,Dog,Beagle,2.9,9.6,MN,VIS00886,2024-05-06,"acute lameness, non-weight bearing",Musculoskeletal,Cruciate ligament rupture,severe,Surgery,TPLO or lateral suture stabilisation,recovered
ANM10400,Cat,Domestic Shorthair,12.8,4.9,MN,VIS10400,2024-07-09,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM03660,Dog,Yorkshire Terrier,13.3,2.8,MN,VIS03660,2024-07-05,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM06724,Dog,French Bulldog,6.3,9.9,M,VIS06724,2024-02-22,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM00143,Dog,Yorkshire Terrier,4.5,3.6,M,VIS00143,2024-11-25,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM05380,Dog,Yorkshire Terrier,9.7,3.0,FS,VIS05380,2024-07-29,"stunted growth, neurological signs, vomiting post-meal",GI,Portosystemic shunt (PSS),severe,Surgery,"Low-protein diet, lactulose, ameroid constrictor",referred
ANM03187,Dog,French Bulldog,8.6,11.4,MN,VIS03187,2024-03-14,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM10217,Cat,Domestic Shorthair,17.7,3.9,F,VIS10217,2024-10-18,"reduced jumping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"Meloxicam (low dose), gabapentin, frunevetmab (Solensia)",chronic management
ANM11802,Cat,Siamese,8.5,4.3,FS,VIS11802,2024-07-21,"weight loss, dyspnoea, regurgitation",GI,Mediastinal lymphoma,severe,Medication,Systemic chemotherapy protocols,chronic management
ANM00692,Dog,French Bulldog,7.5,9.5,FS,VIS00692,2024-07-09,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM14600,Cat,Domestic Shorthair,16.7,3.8,M,VIS14600,2023-02-19,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM00176,Dog,Chihuahua,5.5,1.8,F,VIS00176,2023-12-26,"exercise intolerance, coughing, syncope",Cardiovascular,Myxomatous Mitral Valve Disease (MMVD),severe,Medication,"Pimobendan, ACE inhibitors, diuretics (furosemide)",chronic management
ANM12696,Cat,Domestic Shorthair,6.7,3.7,FS,VIS12696,2024-08-10,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM08523,Cat,British Shorthair,7.1,6.6,FS,VIS08523,2024-05-16,"weight gain, increased thirst, increased urination",GI,Obesity and Type II Diabetes,moderate,Medication,"Strict caloric restriction, high-protein/low-carb diet, insulin glargine",chronic management
ANM06784,Dog,German Shepherd,5.9,28.0,M,VIS06784,2023-12-19,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM05508,Dog,Yorkshire Terrier,8.2,3.6,FS,VIS05508,2023-01-06,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM07195,Dog,Beagle,4.4,10.2,MN,VIS07195,2020-03-11,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM09625,Cat,Domestic Shorthair,3.3,4.9,MN,VIS09625,2023-01-06,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM11041,Cat,Domestic Shorthair,17.0,4.0,FS,VIS11041,2024-07-29,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),severe,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM03824,Dog,French Bulldog,4.2,11.7,MN,VIS03824,2023-07-17,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM07757,Dog,French Bulldog,1.3,14.0,M,VIS07757,2023-06-18,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),severe,Surgery,"Staphylectomy, nares resection",chronic management
ANM05877,Dog,French Bulldog,2.2,8.0,F,VIS05877,2024-06-15,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM12803,Cat,Persian,7.7,3.8,MN,VIS12803,2024-03-02,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM11665,Cat,Domestic Shorthair,12.1,4.3,MN,VIS11665,2023-04-17,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),mild,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM09560,Cat,Siamese,16.7,4.3,FS,VIS09560,2023-06-07,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM04262,Dog,Labrador Retriever,3.5,30.6,MN,VIS04262,2023-11-24,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM00099,Dog,German Shepherd,12.8,37.0,MN,VIS00099,2023-01-15,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM04293,Dog,Labrador Retriever,5.4,34.6,MN,VIS04293,2023-04-20,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM04430,Dog,Chihuahua,8.4,1.6,FS,VIS04430,2023-08-22,"exercise intolerance, coughing, syncope",Cardiovascular,Myxomatous Mitral Valve Disease (MMVD),moderate,Medication,"Pimobendan, ACE inhibitors, diuretics (furosemide)",chronic management
ANM09789,Cat,Maine Coon,6.1,5.0,M,VIS09789,2024-11-29,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM08713,Cat,Siamese,1.6,4.4,M,VIS08713,2024-06-20,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),mild,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM12638,Cat,Domestic Shorthair,11.9,3.6,MN,VIS12638,2023-04-03,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM14912,Cat,Domestic Shorthair,8.9,4.7,FS,VIS14912,2024-01-12,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),severe,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM04330,Dog,Labrador Retriever,8.7,25.6,MN,VIS04330,2024-05-08,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM13736,Cat,Domestic Shorthair,8.3,4.8,M,VIS13736,2023-11-20,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM01398,Dog,Labrador Retriever,11.0,27.8,MN,VIS01398,2024-03-28,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM05787,Dog,French Bulldog,5.0,11.0,MN,VIS05787,2023-05-07,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),moderate,Surgery,,recovered
ANM06802,Dog,French Bulldog,6.4,13.5,FS,VIS06802,2024-07-24,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),severe,Surgery,"Staphylectomy, nares resection",recovered
ANM04864,Dog,Labrador Retriever,6.1,27.9,FS,VIS04864,2024-10-05,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM14319,Cat,Siamese,12.6,3.7,FS,VIS14319,2024-02-10,"exercise intolerance, open-mouth breathing",Cardiovascular,Hypertrophic cardiomyopathy (HCM),severe,Medication,"Atenolol or diltiazem, clopidogrel",chronic management
ANM00405,Dog,Yorkshire Terrier,11.4,3.7,MN,VIS00405,2024-09-13,"frequent urination, straining",Urinary,Urinary tract infection,moderate,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM07120,Dog,French Bulldog,4.1,13.7,M,VIS07120,2024-09-06,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM08255,Cat,Maine Coon,4.2,8.0,MN,VIS08255,2024-05-16,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM06975,Dog,German Shepherd,2.4,28.3,MN,VIS06975,2024-08-18,"frequent urination, straining",Urinary,Urinary tract infection,moderate,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM11263,Cat,Persian,13.3,4.3,MN,VIS11263,2024-10-20,"eye squinting, discharge, corneal pigmentation",Ophthalmology,Corneal ulcer / Sequestrum,severe,Surgery,"Topical ophthalmic antibiotics, lubricants, superficial keratectomy",recovered
ANM12562,Cat,Persian,10.9,5.1,MN,VIS12562,2023-03-21,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM07107,Dog,German Shepherd,10.3,29.4,MN,VIS07107,2024-01-19,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM00080,Dog,Labrador Retriever,13.4,29.6,FS,VIS00080,2023-02-23,"hindlimb lameness, difficulty rising",Musculoskeletal,Hip dysplasia,moderate,Medication,"NSAIDs (carprofen), weight management, joint supplements",chronic management
ANM08299,Cat,Maine Coon,13.0,9.5,FS,VIS08299,2024-07-21,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM00183,Dog,Yorkshire Terrier,5.3,2.2,MN,VIS00183,2024-01-25,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM07627,Dog,Labrador Retriever,13.3,32.3,FS,VIS07627,2024-01-30,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM11481,Cat,Maine Coon,6.6,8.5,F,VIS11481,2024-02-16,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM14237,Cat,Maine Coon,8.4,7.8,M,VIS14237,2023-07-17,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM02236,Dog,Yorkshire Terrier,4.3,2.2,MN,VIS02236,2023-10-15,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM10232,Cat,Domestic Shorthair,12.2,4.6,MN,VIS10232,2024-10-01,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM12318,Cat,Domestic Shorthair,14.3,4.9,FS,VIS12318,2024-06-08,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM11074,Cat,Domestic Shorthair,10.2,4.7,F,VIS11074,2024-12-29,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM09595,Cat,Persian,1.9,5.3,F,VIS09595,2023-11-27,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),moderate,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM10712,Cat,Domestic Shorthair,2.3,4.4,MN,VIS10712,2024-01-13,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM12176,Cat,British Shorthair,8.3,5.8,FS,VIS12176,2024-08-20,"weight gain, increased thirst, increased urination",GI,Obesity and Type II Diabetes,moderate,Medication,"Strict caloric restriction, high-protein/low-carb diet, insulin glargine",chronic management
ANM11044,Cat,Persian,14.9,4.4,MN,VIS11044,2023-08-01,"reduced jumping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"Meloxicam (low dose), gabapentin, frunevetmab (Solensia)",chronic management
ANM10260,Cat,Persian,4.8,3.3,M,VIS10260,2024-05-06,"eye squinting, discharge, corneal pigmentation",Ophthalmology,Corneal ulcer / Sequestrum,moderate,Surgery,"Topical ophthalmic antibiotics, lubricants, superficial keratectomy",recovered
ANM13490,Cat,Maine Coon,14.8,8.7,M,VIS13490,2024-05-06,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM06607,Dog,Labrador Retriever,7.0,31.9,FS,VIS06607,2023-09-28,"acute lameness, non-weight bearing",Musculoskeletal,Cruciate ligament rupture,severe,Surgery,TPLO or lateral suture stabilisation,recovered
ANM10923,Cat,Domestic Shorthair,1.5,3.9,F,VIS10923,2023-12-20,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM09260,Cat,British Shorthair,15.5,4.7,FS,VIS09260,2024-04-15,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",chronic management
ANM13708,Cat,Siamese,15.8,3.0,MN,VIS13708,2024-03-08,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),severe,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",chronic management
ANM09742,Cat,Siamese,12.6,3.4,MN,VIS09742,2024-02-29,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM09428,Cat,Domestic Shorthair,17.4,5.2,F,VIS09428,2024-06-04,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM13158,Cat,British Shorthair,6.1,6.4,FS,VIS13158,2024-12-29,"exercise intolerance, open-mouth breathing",Cardiovascular,Hypertrophic cardiomyopathy (HCM),moderate,Medication,"Beta-blockers (atenolol) or diltiazem, regular echo monitoring",chronic management
ANM12090,Cat,Siamese,8.1,3.1,FS,VIS12090,2024-12-13,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM06499,Dog,Beagle,7.8,10.1,MN,VIS06499,2024-01-11,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM10062,Cat,Maine Coon,8.7,6.2,MN,VIS10062,2024-01-11,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM05420,Dog,German Shepherd,12.4,28.8,MN,VIS05420,2023-07-25,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM03878,Dog,French Bulldog,2.6,9.2,F,VIS03878,2024-03-16,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM01967,Dog,Yorkshire Terrier,4.0,3.5,M,VIS01967,2023-04-04,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
